stdio    D         file_stdio.c:109  file_stdio_fopen                 [   0.00000] opening C:\Users\user\Desktop\Tower\bin\Debug\allegro5.cfg r
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12873] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12875] added dtor for sample_instance 0000000000EABE80, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12877] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12878] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12879] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12882] added dtor for sample_instance 0000000000EAC540, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12883] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12885] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12886] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12888] added dtor for sample_instance 0000000000EAA4A0, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12890] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12891] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12892] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12895] added dtor for sample_instance 0000000000EAA5C0, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12896] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12898] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12899] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12901] added dtor for sample_instance 0000000000EAD980, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12903] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12904] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12905] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12907] added dtor for sample_instance 0000000000EABFA0, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12909] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12910] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12911] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12914] added dtor for sample_instance 0000000000EACAE0, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12915] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12916] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12918] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12920] added dtor for sample_instance 0000000000EAC420, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12921] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12923] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12924] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12926] added dtor for sample_instance 0000000000EADAA0, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12928] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12929] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12930] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12932] added dtor for sample_instance 0000000000EACD20, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12934] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12935] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12936] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12939] added dtor for sample_instance 0000000000EAADA0, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12940] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12942] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12943] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12945] added dtor for sample_instance 0000000000EACE40, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12947] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12948] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12949] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12952] added dtor for sample_instance 0000000000EAC9C0, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12953] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12966] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12968] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12971] added dtor for sample_instance 0000000000EAA6E0, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12973] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12974] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12976] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12978] added dtor for sample_instance 0000000000EADE00, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12979] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12980] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12982] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12984] added dtor for sample_instance 0000000000EACC00, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12985] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12987] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12988] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12991] added dtor for sample_instance 0000000000EACF60, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12992] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12994] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.12995] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.12997] added dtor for sample_instance 0000000000EAD080, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.12999] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13000] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13001] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.13003] added dtor for sample_instance 0000000000EAD2C0, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13005] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13006] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13007] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.13009] added dtor for sample_instance 0000000000EAAB60, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13011] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13012] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13013] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.13015] added dtor for sample_instance 0000000000EADF20, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13017] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13018] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13019] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.13022] added dtor for sample_instance 0000000000EAE040, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13023] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13025] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13026] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.13028] added dtor for sample_instance 0000000000EAD3E0, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13029] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13031] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13032] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.13034] added dtor for sample_instance 0000000000EAD500, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13035] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13037] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13038] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.13040] added dtor for sample_instance 0000000000EAAA40, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13041] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13043] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13044] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.13046] added dtor for sample_instance 0000000000EAE4C0, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13047] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13049] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13052] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.13054] added dtor for sample_instance 0000000000EAE5E0, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13056] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13057] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13058] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.13062] added dtor for sample_instance 0000000000EAAC80, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13064] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13065] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13066] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.13069] added dtor for sample_instance 0000000000EAE700, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13070] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13071] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13072] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.13074] added dtor for sample_instance 0000000000EAAFE0, func 0000000061BE0583
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13076] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13078] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13080] 
